iter	Logloss
172	0.3884083756
173	0.3881853829
174	0.3879497983
175	0.387770688
176	0.3876274315
177	0.387424777
178	0.3872148999
179	0.3870601697
180	0.3869258182
181	0.3867492926
182	0.3866492833
183	0.3864991345
184	0.3863356835
185	0.3862600724
186	0.3860659839
187	0.3859256569
188	0.3857313239
189	0.3855655988
190	0.3854417134
191	0.3852475378
192	0.3850767285
193	0.3848662779
194	0.3846414339
195	0.3844502943
196	0.3843152773
197	0.3842371911
198	0.384094034
199	0.3839421569
200	0.3838325437
201	0.3837119628
202	0.3835866491
203	0.3834518527
204	0.3832571711
205	0.3831756749
206	0.3830612354
207	0.3829513274
208	0.3827575646
209	0.3825940194
210	0.3824498134
211	0.3822688163
212	0.3819711403
213	0.381783158
214	0.3816781729
215	0.3815342787
216	0.3813849349
217	0.3812825363
218	0.3811498411
219	0.3808902848
220	0.380758003
221	0.3806350627
222	0.3804798486
223	0.3803785778
224	0.3803091839
225	0.3801584229
226	0.3800157599
227	0.3798274283
228	0.3796662537
229	0.3795766886
230	0.3794005877
231	0.379246804
232	0.379025155
233	0.3789421733
234	0.378793356
235	0.3786875038
236	0.3785327107
237	0.3784289573
238	0.3783485323
239	0.378331523
240	0.3781369719
241	0.3779460182
242	0.3777756726
243	0.3776226046
244	0.3775359366
245	0.3773646073
246	0.3771047022
247	0.3770021865
248	0.3769051365
249	0.3767266128
250	0.3766349478
251	0.3764552458
252	0.3762761787
253	0.3761051378
254	0.3758872752
255	0.3757448493
256	0.3755533368
257	0.3754812796
258	0.3754142784
259	0.3752639647
260	0.3750445543
261	0.3749220851
262	0.3747149317
263	0.3745176611
264	0.3744026245
265	0.3742300322
266	0.3741583101
267	0.3739889496
268	0.3738674733
269	0.3736849075
270	0.3735379243
271	0.3733885048
272	0.3732994623
273	0.3732161541
274	0.3730162681
275	0.3728971602
276	0.3728032409
277	0.3726965826
278	0.3726033054
279	0.3724500706
280	0.3723321064
281	0.372249142
282	0.372151827
283	0.3720257021
284	0.371940295
285	0.371721707
286	0.371564113
287	0.3712685054
288	0.3711539776
289	0.3710309723
290	0.3708672696
291	0.3707584557
292	0.3706386761
293	0.3705731441
294	0.3704548998
295	0.3703100976
296	0.3701745228
297	0.3700468429
298	0.3699052371
299	0.3697633025
300	0.3696557902
301	0.3694378796
302	0.3692903946
303	0.3691988629
304	0.3690834027
305	0.3689773096
306	0.368741737
307	0.3685791546
308	0.3684065644
309	0.3682240268
310	0.3680452582
311	0.3679166788
312	0.3678227871
313	0.3676291232
314	0.3674975288
315	0.3673575871
316	0.3672242397
317	0.3670684172
318	0.3669571217
319	0.3668347838
320	0.3665811068
321	0.3664687768
322	0.366390799
323	0.3663098973
324	0.366220193
325	0.366075756
326	0.3659236866
327	0.3657973244
328	0.365688724
329	0.3655463495
330	0.3654949196
331	0.3652835135
332	0.365161717
333	0.364993151
334	0.3648938179
335	0.3647886865
336	0.3647788106
337	0.3647227363
338	0.3645557199
339	0.3645269955
340	0.3644031312
341	0.3642624566
342	0.3641621277
343	0.3640163555
344	0.3638473531
345	0.3637509915
346	0.3635821244
347	0.3634820348
348	0.3633490057
349	0.3632523787
350	0.3631025767
351	0.362945687
352	0.3627683124
353	0.3626630512
354	0.3625817678
355	0.3624830291
356	0.3623968549
357	0.3622963398
358	0.3621420019
359	0.3619894259
360	0.3618757485
361	0.361736764
362	0.3615674531
363	0.361446823
364	0.3613157278
365	0.3611864957
366	0.3610490965
367	0.3609521166
368	0.3608040512
369	0.3606108281
370	0.3604993154
371	0.3603162923
372	0.360139199
373	0.3599610512
374	0.3598342464
375	0.3597168453
376	0.3595483126
377	0.359406073
378	0.3592786062
379	0.359045248
380	0.3589232102
381	0.3588596866
382	0.3586934338
383	0.358524823
384	0.35837435
385	0.3582353032
386	0.3581284737
387	0.358018642
388	0.3579029705
389	0.3577208381
390	0.3576443206
391	0.3574880268
392	0.3573903922
393	0.3572526337
394	0.3571504549
395	0.3570760862
396	0.3569463394
397	0.3568741017
398	0.3567389385
399	0.356687683
400	0.3565912029
401	0.356381219
402	0.3562569081
403	0.3561672762
404	0.356044537
405	0.3559831246
406	0.3558619943
407	0.355735842
408	0.3555736424
409	0.3555262584
410	0.3554073308
411	0.355321718
412	0.3552088927
413	0.3551013804
414	0.3550067318
415	0.3548545284
416	0.3547223538
417	0.3546144007
418	0.3545109484
419	0.3543209926
420	0.3541520277
421	0.3540287915
422	0.3538961423
423	0.3537066815
424	0.3536103765
425	0.3535033842
426	0.3533667934
427	0.3531944409
428	0.3530864833
429	0.3529666092
430	0.3527592209
431	0.3526514986
432	0.3525246867
433	0.3524496208
434	0.3523705982
435	0.3522832596
436	0.3522127328
437	0.3520505685
438	0.3519608112
439	0.3518966681
440	0.3517283961
441	0.3516311179
442	0.3515431282
443	0.3513153882
444	0.3511861785
445	0.351097991
446	0.3509993162
447	0.3509199712
448	0.3507971201
449	0.3507039712
450	0.3505812006
451	0.3504634535
452	0.3503707821
453	0.3501837724
454	0.3500786082
455	0.3499670492
456	0.3498915758
457	0.3498286074
458	0.3497092767
459	0.3496551731
460	0.3495368867
461	0.3493741205
462	0.3492432322
463	0.3491523223
464	0.3490103187
465	0.3489297659
466	0.3488262644
467	0.3487923311
468	0.3486703055
469	0.3485887549
470	0.3484947835
471	0.3484046
472	0.3482514072
473	0.3481243309
474	0.3480235326
475	0.3479207599
476	0.3477572208
477	0.3476348923
478	0.3475630812
479	0.347460249
480	0.3473779139
481	0.347260124
482	0.3471358231
483	0.3470046465
484	0.3469452574
485	0.3467723705
486	0.3466694843
487	0.346580045
488	0.3465018715
489	0.3463933769
490	0.346241955
491	0.3461414635
492	0.3460260556
493	0.3459578449
494	0.3458632595
495	0.3456783843
496	0.3455688391
497	0.3454768102
498	0.3454234632
499	0.3453775514
500	0.3453453199
501	0.345223176
502	0.3451464441
503	0.3450436959
504	0.3449318696
505	0.3448662586
506	0.344785755
507	0.3446662303
508	0.3445639175
509	0.3444008271
510	0.3442649535
511	0.3441336089
512	0.344032966
513	0.3439663617
514	0.3439189531
515	0.3437921625
516	0.3437464891
517	0.3436748709
518	0.3435295837
519	0.3434559621
520	0.3433442159
521	0.3432187622
522	0.3431729519
523	0.3431068162
524	0.3429489399
525	0.3428505225
526	0.342782892
527	0.3427184565
528	0.3426592075
529	0.3425453472
530	0.3424171477
531	0.3423207476
532	0.3422140563
533	0.3421043758
534	0.3420036141
535	0.3419579484
536	0.3418716734
537	0.3417629594
538	0.3416629401
539	0.341499216
540	0.3414216926
541	0.3413004707
542	0.3412223667
543	0.3411139437
544	0.3410610983
545	0.3409866386
546	0.3408498613
547	0.3406776561
548	0.3406128254
549	0.3405491891
550	0.3403896822
551	0.3403253437
552	0.3402490336
553	0.340190124
554	0.3401161919
555	0.3400357134
556	0.3398882628
557	0.3397584624
558	0.3396893548
559	0.3395369341
560	0.3394811193
561	0.3393516194
562	0.3392912922
563	0.3391690347
564	0.3390553185
565	0.3389842871
566	0.3388703116
567	0.3387491425
568	0.3386310921
569	0.3385544316
570	0.3383777624
571	0.3383100254
572	0.3382093665
573	0.3381473695
574	0.3380235078
575	0.3379215929
576	0.3377691123
577	0.3376925521
578	0.3375500281
579	0.337437276
580	0.3373370237
581	0.3372310952
582	0.3371375412
583	0.3370191997
584	0.3369572899
585	0.3368215868
586	0.3367064573
587	0.3365475321
588	0.3364379684
589	0.3363888271
590	0.3362277492
591	0.3360987758
592	0.3359805824
593	0.3358680873
594	0.3357718362
595	0.3356431247
596	0.3355392375
597	0.335401046
598	0.3352948495
599	0.3351918472
600	0.3350994835
601	0.334954424
602	0.334791252
603	0.3346935185
604	0.3345944202
605	0.3344380183
606	0.3343713041
607	0.3342869065
608	0.334229924
609	0.3341221981
610	0.334034301
611	0.3339779605
612	0.333910684
613	0.333862279
614	0.333731399
615	0.3336286341
616	0.3335082239
617	0.3334152521
618	0.3333158239
619	0.3332053578
620	0.3331218377
621	0.3330420539
622	0.3329838273
623	0.3328165819
624	0.3327375338
625	0.3326159746
626	0.3325474654
627	0.3324488605
628	0.3323064828
629	0.3322064585
630	0.3320954475
631	0.3319078868
632	0.331800091
633	0.3317355607
634	0.3316499583
635	0.3315227376
636	0.3314549157
637	0.3312741114
638	0.3312499781
639	0.3310911604
640	0.3310031495
641	0.3308903997
642	0.3307957979
643	0.3306123759
644	0.3305337737
645	0.3304770059
646	0.330415313
647	0.3302140545
648	0.3301298653
649	0.3299935341
650	0.3298799096
651	0.3298051022
652	0.3296277307
653	0.3295134608
654	0.3294045607
655	0.3293291997
656	0.3292419854
657	0.3291081012
658	0.3289692612
659	0.3288169859
660	0.3286591863
661	0.3286033309
662	0.3284645746
663	0.3284106161
664	0.3283126574
665	0.3281794953
666	0.328082687
667	0.3279580787
668	0.3278121069
669	0.3276796338
670	0.3275829982
671	0.3274790839
672	0.3274278763
673	0.3273330565
674	0.3272287226
675	0.3271229997
676	0.3269529607
677	0.3268290021
678	0.3266975944
679	0.3265389324
680	0.3264733324
681	0.3263851026
682	0.3263404028
683	0.326222581
684	0.3261457592
685	0.3260524582
686	0.3259086751
687	0.3258148772
688	0.3257217662
689	0.3256361478
690	0.325512249
691	0.3254258431
692	0.3253050037
693	0.3252436481
694	0.3251063865
695	0.325007158
696	0.3248471584
697	0.3247673097
698	0.3246674907
699	0.324574448
700	0.3244690548
701	0.3243496317
702	0.324264354
703	0.3241642553
704	0.3240791268
705	0.3239477468
706	0.3238130997
707	0.3237477505
708	0.3236296023
709	0.323490785
710	0.3233884939
711	0.3232758196
712	0.3231930254
713	0.3231361147
714	0.3230428325
715	0.3229535274
716	0.322841834
717	0.3227388346
718	0.3226868255
719	0.3225728755
720	0.3224974453
721	0.3224137865
722	0.32224878
723	0.3221627357
724	0.3221020983
725	0.3220335986
726	0.3218905099
727	0.3217623146
728	0.3216887296
729	0.321596995
730	0.3215036524
731	0.3214627013
732	0.3213867634
733	0.321279418
734	0.3211785511
735	0.3211074624
736	0.3209956205
737	0.3209103531
738	0.3208123325
739	0.3207347578
740	0.3206435178
741	0.3205683305
742	0.320457533
743	0.3203555295
744	0.3202715975
745	0.3201348094
746	0.3200768751
747	0.3199971482
748	0.3198954224
749	0.3197973615
750	0.31969787
751	0.3196567694
752	0.3195321391
753	0.3194203202
754	0.3193365321
755	0.3192057276
756	0.3190660927
757	0.3189799488
758	0.318878658
759	0.3187770073
760	0.318753605
761	0.3186326258
762	0.3185140718
763	0.3184263868
764	0.3183311853
765	0.3182603207
766	0.318137706
767	0.3180355908
768	0.3179220321
769	0.3178062581
770	0.3177695307
771	0.3177134753
772	0.3175961715
773	0.3175229947
774	0.3174804973
775	0.3174038579
776	0.3172788255
777	0.317167109
778	0.3170724858
779	0.3169799525
780	0.3169221845
781	0.3168474842
782	0.3167352927
783	0.3166413973
784	0.3165180325
785	0.3165020215
786	0.3164522554
787	0.3163940297
788	0.3162883144
789	0.3161841421
790	0.316087723
791	0.3159764644
792	0.3159416019
793	0.3158524772
794	0.3157685548
795	0.3156991208
796	0.3155509769
797	0.3154099459
798	0.315369169
799	0.3152982287
800	0.3152009213
801	0.3151066659
802	0.3150455788
803	0.3149782347
804	0.3147724777
805	0.3146958445
806	0.3145961567
807	0.3145306988
808	0.3144421243
809	0.3143522068
810	0.3142848512
811	0.3140873097
812	0.3139364352
813	0.3138509445
814	0.3137711404
815	0.3136624927
816	0.3135823215
817	0.3135255834
818	0.313452616
819	0.3133545157
820	0.313242295
821	0.3132023653
822	0.3131561236
823	0.3130586846
824	0.3129730412
825	0.3128552649
826	0.3127375206
827	0.3126466716
828	0.3125466849
829	0.3124334834
830	0.3123135947
831	0.3122241633
832	0.3121466459
833	0.3120624918
834	0.3119701242
835	0.311834541
836	0.3117529252
837	0.3116642347
838	0.3115948418
839	0.311488375
840	0.3113433114
841	0.3112760774
842	0.3112025463
843	0.3111029962
844	0.3110258812
845	0.3109298594
846	0.3108199243
847	0.3107207592
848	0.3106361297
849	0.3105442476
850	0.310444675
851	0.3103778904
852	0.3103008345
853	0.3101978986
854	0.3101170203
855	0.3100114174
856	0.3099529812
857	0.3098674105
858	0.3097844801
859	0.3097653297
860	0.309688194
861	0.3096178599
862	0.3095102102
863	0.3094107947
864	0.3093587035
865	0.3092813255
866	0.3091696998
867	0.3091285331
868	0.3090478642
869	0.3089771085
870	0.3088611885
871	0.3087479113
872	0.3087117287
873	0.308680983
874	0.3085953497
875	0.308495782
876	0.3084135282
877	0.3083469345
878	0.3082732217
879	0.3081958922
880	0.3081320434
881	0.3080597153
882	0.3079040831
883	0.3078296266
884	0.3077601803
885	0.3076550273
886	0.3075727319
887	0.3074732229
888	0.3073963728
889	0.3073669916
890	0.3072712965
891	0.307209067
892	0.3071304927
893	0.3070523491
894	0.3069793632
895	0.3068633381
896	0.3067421386
897	0.3066434882
898	0.3065766003
899	0.3064996742
900	0.306394312
901	0.3062923542
902	0.3061768367
903	0.3061184239
904	0.3060560654
905	0.3059789423
906	0.3059343961
907	0.3058361897
908	0.3057766257
909	0.305703483
910	0.3056345241
911	0.3055535308
912	0.3054776083
913	0.3054048484
914	0.3053270191
915	0.3052530259
916	0.3051586798
917	0.3050573483
918	0.3049533899
919	0.3048515561
920	0.3047851455
921	0.3046539414
922	0.3045794926
923	0.3044583439
924	0.3044303059
925	0.3043402374
926	0.3042380112
927	0.3041775686
928	0.3041540637
929	0.3040550501
930	0.3039597796
931	0.3039194793
932	0.3038355089
933	0.3037200106
934	0.3036540793
935	0.3035342835
936	0.3034621962
937	0.3034128163
938	0.3033321047
939	0.3032717238
940	0.303149079
941	0.3030452139
942	0.3029421321
943	0.3028547832
944	0.3027616836
945	0.3027054332
946	0.3026177204
947	0.3025304984
948	0.3024617227
949	0.3023908807
950	0.302334023
951	0.302164001
952	0.3020416794
953	0.3019760751
954	0.301905404
955	0.301853836
956	0.3018269464
957	0.3017564529
958	0.3016546498
959	0.3015594691
960	0.3014744653
961	0.3013887579
962	0.3013187921
963	0.3012227415
964	0.3011429203
965	0.3010677214
966	0.3010032396
967	0.3009775198
968	0.300894918
969	0.3008509554
970	0.3007658814
971	0.3006453612
972	0.3005562304
973	0.3004927301
974	0.3004214761
975	0.3003077469
976	0.3001730603
977	0.3000864081
978	0.3000435362
979	0.2999686763
980	0.2998751764
981	0.2998306895
982	0.2997434591
983	0.2997185193
984	0.2996527391
985	0.2995172645
986	0.2994607131
987	0.299316207
988	0.2992470676
989	0.299161464
990	0.2991068411
991	0.299057347
992	0.2990176057
993	0.2989427687
994	0.2988995423
995	0.2987514696
996	0.2986756691
997	0.2986110876
998	0.2985125766
999	0.2984240141
